"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ptms",7.44614906478269e-16,-0.296393767626107,0.982,0.985,2.40398922556509e-11,"0","Ptms"
"Gm17018",8.30818379263471e-16,0.549205023741063,0.809,0.677,2.68229713745212e-11,"0","Gm17018"
"Smim1",8.74002242331957e-16,0.886319772929986,0.472,0.282,2.82171623936872e-11,"0","Smim1"
"Dclk1",8.78664344748405e-16,-0.675246510787394,0.807,0.848,2.83676783702023e-11,"0","Dclk1"
"Sorl1",8.97417165684032e-16,-0.831779541653474,0.726,0.83,2.8973113194109e-11,"0","Sorl1"
"Prrt1",9.41457843156099e-16,-0.633171521656516,0.714,0.817,3.03949664662946e-11,"0","Prrt1"
"Cacna1e",1.02179883513726e-15,-1.15235566610784,0.324,0.521,3.29887753924064e-11,"0","Cacna1e"
"Ddx5",1.28214511418675e-15,-0.615544303502665,0.982,0.989,4.13940550115192e-11,"0","Ddx5"
"Ttr",1.35635730525799e-15,3.0655678104209,0.937,0.912,4.37899956002543e-11,"0","Ttr"
"Pclo",1.38509622588636e-15,-0.751588244967154,0.555,0.73,4.4717831652741e-11,"0","Pclo"
"Diras2",1.43349156992653e-15,-0.950419223243363,0.761,0.845,4.6280275335078e-11,"0","Diras2"
"Kcnj10",1.54932635202451e-15,0.36642064133771,0.935,0.85,5.00200012751114e-11,"0","Kcnj10"
"Cpe",1.60981443154818e-15,0.289064600267184,1,1,5.1972858922533e-11,"0","Cpe"
"Zfyve28",1.71641879827052e-15,-1.53075321435453,0.176,0.374,5.54145809021636e-11,"0","Zfyve28"
"Mgll",1.9108639757634e-15,-0.73427049243272,0.568,0.723,6.16922434575215e-11,"0","Mgll"
"Dnm1",1.99057038716991e-15,-0.349998725825427,0.992,0.985,6.42655649497805e-11,"0","Dnm1"
"Sema3f",2.02277567692371e-15,1.33198680665113,0.304,0.151,6.53053127294819e-11,"0","Sema3f"
"Ndrg3",2.27933023828868e-15,-0.521728566386179,0.935,0.957,7.358817674315e-11,"0","Ndrg3"
"Rgs10",2.5016251804123e-15,0.744090377537518,0.701,0.588,8.07649689496112e-11,"0","Rgs10"
"Mrap2",3.16703561590169e-15,1.24529743101303,0.264,0.119,1.02247744859386e-10,"0","Mrap2"
"Nefl",3.23499229573112e-15,0.278388812448273,0.962,0.912,1.04441726267679e-10,"0","Nefl"
"Acap3",3.34989377395255e-15,-0.797156887961883,0.477,0.644,1.08151320492058e-10,"0","Acap3"
"Cnr1",3.47899067380182e-15,-1.16948071027881,0.56,0.672,1.12319213903692e-10,"0","Cnr1"
"Slc8a2",3.54138271603841e-15,-1.16252692573157,0.234,0.443,1.143335409873e-10,"0","Slc8a2"
"Gls",3.61621388125156e-15,-0.608903066655835,0.799,0.868,1.16749465156207e-10,"0","Gls"
"Eml5",4.26982177769209e-15,-1.37223363509687,0.214,0.417,1.37851196092789e-10,"0","Eml5"
"Kcnd2",4.56049454107362e-15,-0.931454770221755,0.543,0.693,1.47235566258562e-10,"0","Kcnd2"
"Coro1a",4.91447627830277e-15,-0.772375025394301,0.48,0.652,1.58663866645005e-10,"0","Coro1a"
"Anks1b",4.9794013024031e-15,-0.541738132246924,0.764,0.838,1.60759971048084e-10,"0","Anks1b"
"Tekt5",5.12590603955778e-15,1.3363196722156,0.294,0.145,1.65489876487123e-10,"0","Tekt5"
"Gng11",5.71403711854675e-15,0.258758814919287,0.869,0.722,1.84477688372282e-10,"0","Gng11"
"Tmem229a",5.99064861298333e-15,0.48490728947326,0.799,0.657,1.93408090470167e-10,"0","Tmem229a"
"Fabp5",6.40461394676264e-15,0.325381006656574,0.985,0.948,2.06772961271232e-10,"0","Fabp5"
"Adgrl1",6.46493279636673e-15,-0.523426819712335,0.807,0.85,2.087203553307e-10,"0","Adgrl1"
"Akap8",6.50730861270894e-15,-1.04039105472453,0.369,0.576,2.10088458561308e-10,"0","Akap8"
"Dlgap4",6.63322050737129e-15,-0.545600517953293,0.714,0.822,2.14153524080482e-10,"0","Dlgap4"
"Itpr1",7.22462138875024e-15,-1.80692151354484,0.759,0.846,2.33246901535802e-10,"0","Itpr1"
"Rcan2",7.5878417043568e-15,0.42053567878245,0.869,0.776,2.44973469425159e-10,"0","Rcan2"
"Porcn",7.76871978845332e-15,-1.03337605257668,0.447,0.625,2.50813118370216e-10,"0","Porcn"
"Rcn2",9.58941140251366e-15,0.450708630079528,0.892,0.823,3.09594147130154e-10,"0","Rcn2"
"Smg1",9.7196277275414e-15,-1.26506373194744,0.372,0.574,3.13798181183674e-10,"0","Smg1"
"Pitpnm2",9.81253542979475e-15,-1.00114715090011,0.329,0.532,3.16797706350924e-10,"0","Pitpnm2"
"Il16",1.01709202753581e-14,-2.16242389253763,0.113,0.291,3.28368161089937e-10,"0","Il16"
"Unc80",1.04719790424581e-14,-0.635772077300802,0.661,0.798,3.38087843385761e-10,"0","Unc80"
"Plch2",1.13704975134739e-14,-1.38000833577464,0.384,0.566,3.67096512222504e-10,"0","Plch2"
"Gpd1",1.32332858867808e-14,-0.860365724079457,0.508,0.674,4.27236634854718e-10,"0","Gpd1"
"Dusp5",1.39481406482202e-14,-2.02029306143306,0.148,0.33,4.5031572082779e-10,"0","Dusp5"
"Meg3",1.42466565543357e-14,-0.478927448439624,0.985,0.973,4.59953306856727e-10,"0","Meg3"
"Vamp2",1.43526025734075e-14,-0.292931092162578,0.987,0.988,4.63373774082462e-10,"0","Vamp2"
"Hnrnpdl",1.7155395782141e-14,-0.547629595778725,0.751,0.844,5.53861952826421e-10,"0","Hnrnpdl"
"Crtc1",1.85084250444326e-14,-0.800749220526421,0.497,0.656,5.97544502559508e-10,"0","Crtc1"
"Epn1",2.00678203127771e-14,-0.383592133463037,0.932,0.928,6.4788957879801e-10,"0","Epn1"
"2010300C02Rik",2.27157237254335e-14,-1.27918315912961,0.357,0.507,7.3337714047562e-10,"0","2010300C02Rik"
"Dgkh",2.60521280031338e-14,-1.30377053538637,0.171,0.371,8.41092952581176e-10,"0","Dgkh"
"Syne1",2.96332618797348e-14,-1.04025055305292,0.269,0.472,9.56709859787239e-10,"0","Syne1"
"Eef1b2",3.06898218379289e-14,0.291209760045964,0.995,0.971,9.90820898037535e-10,"0","Eef1b2"
"Car4",3.26451173187011e-14,-1.24903929378343,0.397,0.564,1.05394761263427e-09,"0","Car4"
"Afdn",3.74444263183687e-14,-1.06482217249735,0.256,0.46,1.20889330368853e-09,"0","Afdn"
"Chrm1",4.15562423823191e-14,-1.38123258369899,0.183,0.366,1.34164328531317e-09,"0","Chrm1"
"Gprin1",4.18596058788248e-14,-0.858917544687271,0.432,0.584,1.35143737579786e-09,"0","Gprin1"
"Vat1",4.30857657571285e-14,0.825075670062658,0.495,0.329,1.39102394746889e-09,"0","Vat1"
"Sec14l1",4.41425613690539e-14,-0.655250923852754,0.593,0.73,1.4251425937999e-09,"0","Sec14l1"
"Lzts3",4.50510629487131e-14,-0.953136797340322,0.372,0.552,1.4544735672992e-09,"0","Lzts3"
"Hba-a2",4.70992057571967e-14,0.295069756122914,0.997,0.985,1.5205978578711e-09,"0","Hba-a2"
"Ywhah",6.38370509007815e-14,-0.469829168075592,0.995,0.989,2.06097918833173e-09,"0","Ywhah"
"Bmp1",6.54397343631301e-14,-1.44602501346362,0.342,0.532,2.11272182391366e-09,"0","Bmp1"
"Scn8a",6.64156062800208e-14,-0.603327001182221,0.601,0.751,2.14422784875047e-09,"0","Scn8a"
"Gnao1",7.66045055188653e-14,-0.357938104705439,0.942,0.963,2.47317646067657e-09,"0","Gnao1"
"Lpcat4",8.00473021150693e-14,-0.90640840560429,0.296,0.488,2.58432714878501e-09,"0","Lpcat4"
"Ipcef1",8.07624567153868e-14,-1.38249354051199,0.143,0.334,2.60741591505626e-09,"0","Ipcef1"
"Pgm2l1",8.16620041937547e-14,-0.64929756934175,0.618,0.739,2.63645780539537e-09,"0","Pgm2l1"
"Mmp24",8.3485399860046e-14,-1.53386880318628,0.284,0.463,2.69532613448158e-09,"0","Mmp24"
"Rgs17",8.39390583025234e-14,0.832529596794762,0.528,0.374,2.70997249729697e-09,"0","Rgs17"
"Cbarp",8.8203909984559e-14,0.459366692667727,0.887,0.799,2.84766323385149e-09,"0","Cbarp"
"Arhgap21",9.45484721504397e-14,-0.726670258214975,0.553,0.716,3.05249742337695e-09,"0","Arhgap21"
"Hbb-bt",9.46943689377686e-14,0.356987397112336,0.982,0.957,3.05720770115586e-09,"0","Hbb-bt"
"Npdc1",1.01690002290398e-13,-0.411861651473351,0.867,0.93,3.28306172394551e-09,"0","Npdc1"
"Large1",1.02177685415232e-13,-0.749010736854876,0.442,0.619,3.29880657363077e-09,"0","Large1"
"Car7",1.08625205679526e-13,-1.63797937867394,0.108,0.286,3.50696476536351e-09,"0","Car7"
"Ryr2",1.16027596237366e-13,-1.00984251296815,0.314,0.505,3.74595094452336e-09,"0","Ryr2"
"Chgb",1.2135803999265e-13,-0.57176751384829,0.879,0.925,3.9180443211627e-09,"0","Chgb"
"Sh3gl3",1.38006380492582e-13,0.689406491828092,0.568,0.4,4.45553599420301e-09,"0","Sh3gl3"
"Agtpbp1",1.39327565278804e-13,-0.577817251646728,0.651,0.784,4.49819044502618e-09,"0","Agtpbp1"
"Igfbp6",1.42030717013136e-13,-1.33820456602082,0.204,0.391,4.58546169876911e-09,"0","Igfbp6"
"Ewsr1",1.4714070278679e-13,-0.561352120811456,0.736,0.832,4.75043758947152e-09,"0","Ewsr1"
"Dlg2",1.48333322605174e-13,-0.666306881907174,0.553,0.697,4.78894132030803e-09,"0","Dlg2"
"Exd2",1.49967498243277e-13,-0.833155724839662,0.337,0.535,4.84170068078421e-09,"0","Exd2"
"Sidt1",1.63956043916193e-13,-1.29911626058097,0.153,0.344,5.29332087783429e-09,"0","Sidt1"
"Efnb2",1.71553590141406e-13,-1.27043294431071,0.095,0.275,5.53860765771529e-09,"0","Efnb2"
"Dot1l",1.76263790958415e-13,-1.20913314831054,0.299,0.497,5.69067649109242e-09,"0","Dot1l"
"Cygb",1.77379027199e-13,0.695155110325984,0.691,0.58,5.72668189311972e-09,"0","Cygb"
"Iqsec2",1.81752166071445e-13,-0.717869088324998,0.487,0.668,5.86786868161659e-09,"0","Iqsec2"
"Rpl35",1.93688888468325e-13,0.266916918486372,0.995,0.983,6.25324576419986e-09,"0","Rpl35"
"Appl2",2.0018374130846e-13,-1.00602304047064,0.638,0.753,6.46293208814362e-09,"0","Appl2"
"Arhgef25",2.04866097969405e-13,-0.760115634533694,0.525,0.673,6.61410197294225e-09,"0","Arhgef25"
"Uchl1",2.16713812347747e-13,0.256461572957133,0.995,0.98,6.99660543164703e-09,"0","Uchl1"
"Plpp6",2.17014083303703e-13,-0.950125092738048,0.261,0.463,7.00629967946006e-09,"0","Plpp6"
"Pik3r2",2.23907211307802e-13,-0.68685651932623,0.545,0.689,7.22884431707237e-09,"0","Pik3r2"
"Shank1",2.68812184410051e-13,-0.659212463173941,0.643,0.741,8.67860137367851e-09,"0","Shank1"
"Pcp4l1",2.73583017059877e-13,0.442709599769804,0.809,0.712,8.83262770577813e-09,"0","Pcp4l1"
"Ilrun",2.92678660322281e-13,-0.536617697705799,0.648,0.795,9.44913054850485e-09,"0","Ilrun"
"Gm27032",3.16335089779896e-13,-1.20386984097478,0.166,0.358,1.0212878373544e-08,"0","Gm27032"
"Adcyap1r1",3.41846006890189e-13,0.570768665104606,0.759,0.661,1.10364983324498e-08,"0","Adcyap1r1"
"Rab15",3.4212252027755e-13,-0.839026855180709,0.402,0.576,1.10454255671607e-08,"0","Rab15"
"Shf",4.09704518732713e-13,-1.60556614030087,0.417,0.571,1.32273103872856e-08,"0","Shf"
"Grin1",4.32584590738567e-13,-0.394375825571472,0.922,0.919,1.39659935119946e-08,"0","Grin1"
"Snap25",4.61280958277905e-13,-0.396416667708055,1,0.996,1.48924557380022e-08,"0","Snap25"
"Gm47283",4.75720178023171e-13,-0.700001470385853,0.942,0.963,1.53586259474781e-08,"0","Gm47283"
"Hba-a1",5.21107052190039e-13,0.315882238373219,1,0.986,1.68239411799554e-08,"0","Hba-a1"
"Cyfip2",5.23688357699717e-13,-0.364820970815043,0.942,0.94,1.69072786283354e-08,"0","Cyfip2"
"Dio2",6.23734687571805e-13,-1.28022184459648,0.136,0.317,2.01372743882557e-08,"0","Dio2"
"Kcnip3",6.54348288745116e-13,-0.621576178745726,0.497,0.67,2.11256345021361e-08,"0","Kcnip3"
"Fbxw7",6.83197873629678e-13,-0.654156725979884,0.543,0.679,2.20570433501342e-08,"0","Fbxw7"
"Gltp",6.90587416789512e-13,0.294578459732453,0.698,0.521,2.22956147510494e-08,"0","Gltp"
"Cacna1a",7.30331583510125e-13,-0.975720918349258,0.623,0.742,2.35787551736244e-08,"0","Cacna1a"
"D430041D05Rik",7.56491873571285e-13,-0.856069065243505,0.367,0.552,2.44233401382489e-08,"0","D430041D05Rik"
"Hnrnpu",8.04840070325836e-13,-0.451050256696872,0.874,0.935,2.59842616704696e-08,"0","Hnrnpu"
"Mink1",8.36561902444363e-13,-0.495068780429913,0.641,0.783,2.70084010204162e-08,"0","Mink1"
"Zfp365",8.96940185798621e-13,-0.835183145586602,0.636,0.7,2.89577138985085e-08,"0","Zfp365"
"Tle2",8.98244110684862e-13,-1.54255892027531,0.211,0.394,2.89998111134608e-08,"0","Tle2"
"St3gal5",9.0292881285783e-13,-0.628283526305498,0.558,0.726,2.9151056723115e-08,"0","St3gal5"
"Osbp2",9.40728062266322e-13,-0.917948404611755,0.324,0.503,3.03714054902682e-08,"0","Osbp2"
"Slc25a22",9.77125144175187e-13,-0.583207824508116,0.693,0.773,3.15464852796959e-08,"0","Slc25a22"
"Boc",9.82697975468891e-13,-1.56048981787944,0.138,0.312,3.17264041380131e-08,"0","Boc"
"Abcc8",9.88970798524229e-13,-1.34706559219139,0.161,0.338,3.19289222303547e-08,"0","Abcc8"
"Cplx2",1.11511074265409e-12,-0.69199933788304,0.839,0.849,3.60013503265872e-08,"0","Cplx2"
"Rasl11b",1.19896245191036e-12,-1.08347759724729,0.193,0.385,3.8708502759926e-08,"0","Rasl11b"
"Gldc",1.24809588337154e-12,-1.41464426981839,0.116,0.287,4.02947755946501e-08,"0","Gldc"
"Srsf5",1.25980624089945e-12,-0.497883955768921,0.837,0.9,4.06728444874389e-08,"0","Srsf5"
"Arhgef7",1.45036875157032e-12,-0.874151445326263,0.465,0.637,4.68251551444479e-08,"0","Arhgef7"
"Clstn2",1.53526541625878e-12,-0.905903700890183,0.291,0.487,4.95660439639149e-08,"0","Clstn2"
"Paxbp1",1.59609611766883e-12,-1.07207484136357,0.344,0.522,5.15299631589383e-08,"0","Paxbp1"
"Ccsap",1.74916381075468e-12,-1.2252860396191,0.116,0.289,5.64717536302149e-08,"0","Ccsap"
"Tspoap1",1.90648851734027e-12,-0.687232765634478,0.535,0.683,6.15509817823305e-08,"0","Tspoap1"
"Klhdc8a",2.0041959213617e-12,0.829047341139285,0.475,0.328,6.47054653211625e-08,"0","Klhdc8a"
"Shank2",2.09486245464292e-12,-0.916353838755701,0.264,0.458,6.76326343481467e-08,"0","Shank2"
"Faah",2.34266102917611e-12,-0.857418342397122,0.332,0.511,7.56328113269508e-08,"0","Faah"
"Ogt",2.58475928826397e-12,-0.557023881776608,0.658,0.788,8.34489536216021e-08,"0","Ogt"
"Efnb3",2.61255863582696e-12,0.278871665562789,0.786,0.602,8.43464555576735e-08,"0","Efnb3"
"Erbin",2.69166521528857e-12,0.547417376679431,0.656,0.491,8.69004114755916e-08,"0","Erbin"
"Celf5",2.75384653088828e-12,-1.05902489347187,0.329,0.479,8.89079352497283e-08,"0","Celf5"
"Vamp1",2.79676044919628e-12,0.375674761412154,0.824,0.761,9.0293411102302e-08,"0","Vamp1"
"Igsf9b",2.8834911979196e-12,-1.14607431683036,0.234,0.416,9.30935133248344e-08,"0","Igsf9b"
"Pnisr",2.94799283538631e-12,-0.712521523925037,0.51,0.674,9.51759486904469e-08,"0","Pnisr"
"Kcnma1",3.16059612607744e-12,-0.873223440215487,0.379,0.538,1.0203984593041e-07,"0","Kcnma1"
"Apoc1",3.47086601379125e-12,0.908563005183791,0.339,0.191,1.12056909255251e-07,"0","Apoc1"
"Dkk3",3.48836200389827e-12,-1.28786315832251,0.302,0.457,1.12621767295856e-07,"0","Dkk3"
"Cib2",3.70054702841967e-12,0.71647129735551,0.588,0.471,1.19472160812529e-07,"0","Cib2"
"Fam49a",3.70453467592067e-12,-0.76529731591411,0.472,0.615,1.19600902012099e-07,"0","Fam49a"
"Crmp1",4.05597023960106e-12,-0.528882885430485,0.653,0.765,1.3094699918552e-07,"0","Crmp1"
"Phf20l1",4.10329901633215e-12,-0.882328557872395,0.322,0.514,1.32475008742284e-07,"0","Phf20l1"
"Homer2",4.15907636789539e-12,-1.12795570847316,0.113,0.289,1.34275780537503e-07,"0","Homer2"
"Tmem151b",4.40490459638301e-12,-0.699253542860023,0.515,0.67,1.42212344894225e-07,"0","Tmem151b"
"Gad2",4.42407140358566e-12,1.00771622385854,0.693,0.61,1.42831145264763e-07,"0","Gad2"
"Brinp1",4.42693635874654e-12,-0.704697226780198,0.525,0.66,1.42923640342132e-07,"0","Brinp1"
"Ppfia2",4.44114734662088e-12,-0.901100792578839,0.264,0.445,1.43382442085655e-07,"0","Ppfia2"
"Hbb-bs",4.44685204581593e-12,0.32811905844921,1,1,1.43566618299167e-07,"0","Hbb-bs"
"Scn2a",5.01597564416325e-12,-0.716157609362134,0.533,0.664,1.61940773671811e-07,"0","Scn2a"
"Ccn3",5.13128587109677e-12,-1.79469943462804,0.196,0.354,1.65663564348359e-07,"0","Ccn3"
"Rbm3",5.13167293928338e-12,-0.597783494884414,0.709,0.836,1.65676060844764e-07,"0","Rbm3"
"Auts2",5.34369167912581e-12,-0.813007603142755,0.354,0.531,1.72521085860577e-07,"0","Auts2"
"Camk2a",5.43018211322858e-12,-1.5260373926323,0.736,0.721,1.75313429525585e-07,"0","Camk2a"
"Wscd2",5.55697850038956e-12,-1.33039959866692,0.244,0.421,1.79407050885077e-07,"0","Wscd2"
"Lrrn2",6.40295033879661e-12,-0.675941327748485,0.595,0.701,2.06719251688049e-07,"0","Lrrn2"
"Endod1",6.41383419292532e-12,0.349484556102752,0.802,0.694,2.07070636918594e-07,"0","Endod1"
"Kcnj4",6.59432171443252e-12,-1.48693084893969,0.121,0.282,2.12897676550454e-07,"0","Kcnj4"
"Cdk18",6.68117846851517e-12,0.691671967710735,0.472,0.311,2.15701846856012e-07,"0","Cdk18"
"Arhgef9",7.41124951043912e-12,-0.577610622233747,0.601,0.728,2.39272190444527e-07,"0","Arhgef9"
"Klhl13",7.44354870260114e-12,0.893885557934105,0.402,0.252,2.40314969863478e-07,"0","Klhl13"
"Rnf227",7.45599619650395e-12,0.558148950003572,0.807,0.756,2.4071683720413e-07,"0","Rnf227"
"Cers6",7.54756054231627e-12,-1.42240388312712,0.131,0.296,2.43672992108681e-07,"0","Cers6"
"Srrm4",7.55015641337272e-12,-1.171863598238,0.168,0.348,2.43756799805738e-07,"0","Srrm4"
"Shisa6",7.69565401644976e-12,-1.44757337883383,0.211,0.371,2.48454189921081e-07,"0","Shisa6"
"Lhx2",7.77102135708927e-12,-1.20059601633691,0.191,0.363,2.50887424513627e-07,"0","Lhx2"
"Synpo",8.00549181132152e-12,-1.00333013117569,0.188,0.367,2.58457303128515e-07,"0","Synpo"
"Ntrk2",8.12794947986491e-12,0.300698099928024,0.975,0.943,2.62410848957438e-07,"0","Ntrk2"
"Ttc9b",8.50002277348085e-12,-0.653259189852045,0.749,0.813,2.74423235241829e-07,"0","Ttc9b"
"Nktr",8.56053900926456e-12,-0.81654931606562,0.379,0.561,2.76377001914106e-07,"0","Nktr"
"Parp6",9.13366428484759e-12,-0.654969305747677,0.533,0.69,2.94880351436304e-07,"0","Parp6"
"Dagla",9.62211840348831e-12,-0.875021484413657,0.367,0.538,3.1065009265662e-07,"0","Dagla"
"Slc7a8",9.90116855534273e-12,-0.942436629352544,0.193,0.384,3.1965922680924e-07,"0","Slc7a8"
"Rasal1",1.00121191008236e-11,-1.08461494004213,0.221,0.393,3.23241265170089e-07,"0","Rasal1"
"Speg",1.00539761665052e-11,-0.848090986260521,0.342,0.519,3.24592620535621e-07,"0","Speg"
"Cdkl5",1.0133360595052e-11,-0.798730580866265,0.309,0.495,3.27155546811254e-07,"0","Cdkl5"
"Trio",1.03150531068117e-11,-0.646581233288982,0.518,0.672,3.33021489553415e-07,"0","Trio"
"Pde2a",1.0368730295794e-11,-1.00198913146009,0.5,0.595,3.34754457599708e-07,"0","Pde2a"
"Msra",1.04657014032647e-11,-0.847418019926735,0.294,0.482,3.37885169804401e-07,"0","Msra"
"Cabp1",1.0729182194953e-11,-0.639865417892222,0.656,0.758,3.46391647164057e-07,"0","Cabp1"
"Ptk2b",1.10426744600029e-11,-1.1890807003516,0.46,0.558,3.56512744941193e-07,"0","Ptk2b"
"Slc25a23",1.13340121202025e-11,-0.454040330687193,0.744,0.826,3.65918581300738e-07,"0","Slc25a23"
"Slc30a3",1.32700225609085e-11,-1.30183809873285,0.239,0.397,4.28422678378929e-07,"0","Slc30a3"
"Dpysl4",1.3859979949461e-11,-1.09025578533701,0.379,0.556,4.4746945266835e-07,"0","Dpysl4"
"Kcnab1",1.39382482061385e-11,-0.818902278551218,0.492,0.632,4.4999634333518e-07,"0","Kcnab1"
"St6galnac5",1.39717338279552e-11,-1.25799543208519,0.183,0.352,4.51077426635533e-07,"0","St6galnac5"
"Rhog",1.51328126408335e-11,0.308939677730231,0.611,0.437,4.8856285610931e-07,"0","Rhog"
"Sestd1",1.53082892498751e-11,-1.02185526641448,0.209,0.392,4.94228118432218e-07,"0","Sestd1"
"Mpp3",1.53841705358197e-11,-1.24578665601565,0.319,0.491,4.96677945748939e-07,"0","Mpp3"
"C1qtnf4",1.54098985462649e-11,-0.354390712002747,0.955,0.948,4.97508574566162e-07,"0","C1qtnf4"
"Arpp21",1.54825971181823e-11,-0.847618886957952,0.543,0.656,4.99855647960516e-07,"0","Arpp21"
"Mtcl1",1.54986967971969e-11,-1.48945092546805,0.384,0.521,5.00375426097501e-07,"0","Mtcl1"
"Psd",1.5675330518771e-11,-0.79670986991963,0.746,0.745,5.06078045798521e-07,"0","Psd"
"Nbea",1.99240093851118e-11,-0.54880902648741,0.613,0.735,6.43246642998335e-07,"0","Nbea"
"Epop",1.99351980071782e-11,-1.39229917598777,0.128,0.288,6.43607867661749e-07,"0","Epop"
"Slc6a17",2.03907086606982e-11,-0.50696642330759,0.706,0.793,6.5831402911064e-07,"0","Slc6a17"
"Abhd16a",2.24220424631936e-11,-0.790068472101955,0.631,0.749,7.23895640924204e-07,"0","Abhd16a"
"Iscu",2.49136849391465e-11,0.361925636101642,0.927,0.895,8.04338318260345e-07,"0","Iscu"
"Socs7",2.60739613495253e-11,-0.995987192269586,0.246,0.422,8.41797842169424e-07,"0","Socs7"
"Ehd1",2.67919373528178e-11,-0.862218788825507,0.432,0.598,8.64977697435722e-07,"0","Ehd1"
"Calb1",2.70585811564423e-11,-1.62316368135749,0.719,0.77,8.73586292635738e-07,"0","Calb1"
"Kifc2",2.76838318762063e-11,-0.467037688791632,0.796,0.845,8.93772512123321e-07,"0","Kifc2"
"Plppr2",2.77983429857526e-11,-0.639162747190909,0.555,0.673,8.97469503295024e-07,"0","Plppr2"
"Rtn4rl1",2.91858881936878e-11,-0.809135906151851,0.359,0.527,9.42266400333211e-07,"0","Rtn4rl1"
"Lmo4",2.95060643742671e-11,-0.999448941731163,0.575,0.646,9.52603288323213e-07,"0","Lmo4"
"Sel1l3",3.07356209557112e-11,-0.918080976387765,0.299,0.478,9.92299522555137e-07,"0","Sel1l3"
"Crebbp",3.13955077757281e-11,-0.622548828469596,0.445,0.628,1.01360396853938e-06,"0","Crebbp"
"Nr2f1",3.22915701110668e-11,-0.615529590478937,0.553,0.684,1.04253334103579e-06,"0","Nr2f1"
"Crhr1",3.24431840265047e-11,-1.2748142760745,0.188,0.356,1.0474281962957e-06,"0","Crhr1"
"Kitl",3.33585533838507e-11,-1.11203406495177,0.286,0.451,1.07698089599762e-06,"0","Kitl"
"Ppp3r1",3.3669271897031e-11,-0.449731864583114,0.907,0.914,1.08701244319565e-06,"0","Ppp3r1"
"Grhpr",3.50961023317229e-11,0.560541096271214,0.623,0.495,1.13307766377968e-06,"0","Grhpr"
"Myrf",3.59971027757246e-11,0.29765815629222,0.553,0.36,1.16216646311427e-06,"0","Myrf"
"Fam135b",3.63383234036975e-11,-1.03517842934121,0.161,0.339,1.17318277108837e-06,"0","Fam135b"
"Mef2d",3.8046944529275e-11,-0.509663558318205,0.641,0.75,1.22834560412764e-06,"0","Mef2d"
"Agap2",3.86274519390169e-11,-1.01492954001077,0.261,0.426,1.24708728585116e-06,"0","Agap2"
"Cdk16",3.88922189128355e-11,-0.501188931569574,0.844,0.898,1.2556352876009e-06,"0","Cdk16"
"Cyth1",3.89413908385938e-11,-0.646650010551041,0.545,0.693,1.257222803224e-06,"0","Cyth1"
"Gramd1b",4.0591037545188e-11,-0.689897596218475,0.58,0.711,1.31048164714639e-06,"0","Gramd1b"
"Cttnbp2",4.23207367489371e-11,-0.789080160302303,0.299,0.481,1.36632498593943e-06,"0","Cttnbp2"
"Ephx4",4.35150103118749e-11,-0.916508602102107,0.299,0.458,1.40488210791888e-06,"0","Ephx4"
"Sesn1",4.37294763127611e-11,-0.798919340217491,0.352,0.53,1.41180614275749e-06,"0","Sesn1"
"Sqstm1",4.45245248188876e-11,0.305627593258552,0.955,0.93,1.43747428377779e-06,"0","Sqstm1"
"Cnpy1",4.50547162120592e-11,-2.59857585757736,0.166,0.298,1.45459151290633e-06,"0","Cnpy1"
"Pacsin3",4.53284242660435e-11,-0.942115654239007,0.334,0.502,1.46342817742921e-06,"0","Pacsin3"
"Ttc7b",4.55166907872519e-11,-0.527938473383263,0.595,0.729,1.46950636206643e-06,"0","Ttc7b"
"Plcxd2",4.77975068970608e-11,0.828944856776122,0.54,0.416,1.54314251017161e-06,"0","Plcxd2"
